Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
20.89,23.39,0,450,0.0035679702,0
20.89,23.445,0,450.5,0.0035764083,0
20.89,23.5,0,448,0.0035848466,0
20.89,23.5,0,448.3333333333,0.0035848466,0
20.89,23.445,0,446.5,0.0035764083,0
20.89,23.5,0,442.5,0.0035848466,0
20.89,23.5,0,440.5,0.0035848466,0
20.89,23.5,0,443,0.0035848466,0
20.89,23.5,0,453,0.0035848466,0
20.89,23.4266666667,0,450,0.0035735956,0
20.89,23.445,0,451,0.0035764083,0
20.89,23.39,0,452.3333333333,0.0035679702,0
20.89,23.445,0,448,0.0035764083,0
20.89,23.39,0,448,0.0035679702,0
20.84,23.395,0,446.5,0.0035577118,0
20.89,23.39,0,449,0.0035679702,0
20.84,23.34,0,446.5,0.0035493002,0
20.89,23.39,0,448,0.0035679702,0
20.89,23.39,0,450.5,0.0035679702,0
20.89,23.39,0,450.5,0.0035679702,0
20.84,23.34,0,448,0.0035493002,0
20.89,23.39,0,448,0.0035679702,0
20.89,23.34,0,451,0.0035602994,0
20.865,23.2925,0,450,0.0035475203,0
20.89,23.34,0,448.5,0.0035602994,0
20.8566666667,23.26,0,449.5,0.0035407158,0
20.89,23.29,0,446,0.0035526288,0
20.89,23.29,0,443,0.0035526288,0
20.89,23.29,0,443,0.0035526288,0
20.89,23.29,0,448,0.0035526288,0
20.84,23.245,0,448.5,0.0035347715,0
20.89,23.29,0,448.5,0.0035526288,0
20.89,23.29,0,448,0.0035526288,0
20.89,23.29,0,450.5,0.0035526288,0
20.89,23.2,0,451,0.0035388222,0
20.89,23.2,0,453,0.0035388222,0
20.89,23.2,0,449,0.0035388222,0
20.89,23.2,0,448.5,0.0035388222,0
20.89,23.2,0,448.5,0.0035388222,0
20.89,23.15,0,448.5,0.0035311521,0
20.89,23.15,0,453.5,0.0035311521,0
20.84,23.075,0,451,0.0035087745,0
20.89,23.1,0,451.3333333333,0.0035234823,0
20.89,23.1,0,452,0.0035234823,0
20.89,23.1,0,452.5,0.0035234823,0
20.8566666667,23.0666666667,0,450.5,0.0035111198,0
20.89,23.1,0,445.6666666667,0.0035234823,0
20.89,23.1,0,449.5,0.0035234823,0
20.89,23.1,0,450,0.0035234823,0
20.89,23.1,0,454,0.0035234823,0
20.89,23.1,0,452,0.0035234823,0
20.89,23.1,0,453.75,0.0035234823,0
20.89,23.1,0,448.5,0.0035234823,0
20.89,23.1,0,447,0.0035234823,0
20.89,23.1,0,447.75,0.0035234823,0
20.89,23.1,0,452,0.0035234823,0
20.89,23,0,454,0.0035081431,0
20.84,23.05,0,455,0.0035049516,0
20.89,23.1,0,455,0.0035234823,0
20.8566666667,23.0666666667,0,449,0.0035111198,0
20.89,23,0,449,0.0035081431,0
20.89,23,0,452,0.0035081431,0
20.89,23,0,449,0.0035081431,0
20.79,22.89,0,450,0.0034697306,0
20.79,22.89,0,452,0.0034697306,0
20.84,22.945,0,449,0.0034888958,0
20.79,22.89,0,448.3333333333,0.0034697306,0
20.79,22.84,0,448,0.0034621093,0
22.2,26.6,448,1068,0.0044022648,1
22.2,26.6,444,1071.5,0.0044022648,1
22.15,26.6,444,1075.75,0.0043887824,1
22.15,26.6,444,1073.25,0.0043887824,1
22.2,26.6,454.6666666667,1069,0.0044022648,1
22.175,26.675,460,1062.5,0.0044080002,1
22.2,26.7,460,1066.25,0.0044189322,1
22.2,26.7633333333,449.3333333333,1060,0.0044294887,1
22.1666666667,26.8566666667,444,1077,0.004435966,1
22.2,26.79,444,1091.75,0.0044339337,1
22.2,26.8566666667,444,1097.3333333333,0.0044450463,1
22.175,26.9175,440.25,1096.75,0.0044483596,1
22.2,26.9175,444,1104,0.004455187,1
22.2,26.89,454.6666666667,1105,0.0044506028,1
22.2,26.9725,449.5,1104.75,0.0044643555,1
22.2,27,454,1108.6666666667,0.0044689399,1
22.2,27,454,1116.25,0.0044689399,1
22.2,27,454,1120.6666666667,0.0044689399,1
22.2,27.025,457.75,1127.25,0.0044731075,1
22.2,27,454,1134.25,0.0044689399,1
22.2,27,454,1131.25,0.0044689399,1
22.2,27.05,454,1131,0.0044772753,1
22.2,27,454,1129.75,0.0044689399,1
22.2,27.0666666667,454,1137.3333333333,0.0044800538,1
22.2,27,449.5,1136.5,0.0044689399,1
22.2,27.075,460,1129,0.004481443,1
22.2,27.1,444,1126.5,0.0044856109,1
22.2,27.075,444,1133.25,0.004481443,1
22.2,27.0666666667,444,1139,0.0044800538,1
22.2,27.1,444,1137,0.0044856109,1
22.175,27.1,444,1136.75,0.0044787365,1
22.2,27.1,444,1131.25,0.0044856109,1
22.2,27.0333333333,444,1132.3333333333,0.0044744968,1
22.2,27,444,1127.5,0.0044689399,1
22.2,27.025,444,1114.5,0.0044731075,1
22.2,27.1,460,1121.25,0.0044856109,1
22.2,27.1,460,1124,0.0044856109,1
22.175,27.175,454.75,1127.25,0.004491221,1
22.175,27.125,460,1136,0.0044828979,1
22.175,27.125,458.5,1127.75,0.0044828979,1
22.2,27.1,461.5,1122.5,0.0044856109,1
22.2,27.1,464,1118,0.0044856109,1
22.2,27.1,465.6666666667,1110,0.0044856109,1
22.2,27.075,481.5,1115,0.004481443,1
22.2,27.1,474,1119.75,0.0044856109,1
22.2,27,486.5,1114,0.0044689399,1
22.175,27,471.5,1104.75,0.0044620912,1
22.2,27.0666666667,474,1099.3333333333,0.0044800538,1
22.2,27,481.5,1097.75,0.0044689399,1
22.2,26.945,489,1093.5,0.0044597712,1
22.2,27,504,1088,0.0044689399,1
22.2,27,502.3333333333,1083.6666666667,0.0044689399,1
22.2,27,524,1085.5,0.0044689399,1
22.2,26.9633333333,550,1086.5,0.0044628274,1
22.2,26.84,554.2,1081.8,0.0044422681,1
22.26,26.8566666667,562.3333333333,1081,0.0044614322,1
22.29,26.865,568.5,1063.25,0.0044710419,1
22.315,26.865,606.5,1063,0.0044778983,1
22.39,26.79,696.5,1078,0.004485874,1
22.39,26.9725,657.25,1086,0.0045166548,1
22.4266666667,27,744,1098.3333333333,0.0045314586,1
22.4725,26.89,708.75,1099,0.0045255455,1
22.5333333333,26.8233333333,607,1092.3333333333,0.0045310832,1
22.575,26.84,660,1093.5,0.0045454919,1
22.6,26.79,688.5,1100.5,0.0045439054,1
22.6,26.815,558,1102,0.0045481767,1
22.6,26.8566666667,661.3333333333,1105,0.0045552957,1
22.675,26.89,665.5,1111.25,0.0045819554,1
22.6666666667,26.9633333333,647.6666666667,1108.3333333333,0.0045922034,1
22.7,27.075,638,1124.25,0.0046207685,1
22.7225,26.7475,558,1125.25,0.0045707458,1
22.7,26.89,534,1106,0.0045889625,1
22.7,26.89,520,1110.3333333333,0.0045889625,1
22.7,26.9175,513.5,1117.5,0.0045936902,1
22.7,26.89,531.25,1120,0.0045889625,0
22.7,26.89,539,1113.6666666667,0.0045889625,0
22.7,26.89,545.75,1104.75,0.0045889625,0
22.675,26.865,604.75,1103.25,0.0045776642,0
22.7,26.815,597.25,1102.75,0.004576069,0
22.7,26.7,528,1090,0.0045563001,0
22.7,26.7,521,1086.25,0.0045563001,0
22.7,26.6666666667,535.6666666667,1083.6666666667,0.0045505703,0
22.675,26.575,533.25,1078.5,0.0045278899,0
22.65,26.55,523.75,1064.75,0.0045166916,0
22.6666666667,26.5666666667,524,1053,0.0045241546,0
22.65,26.55,521,1051,0.0045166916,1
22.625,26.4975,536.25,1041,0.0045008108,1
22.6,26.39,548.3333333333,1039,0.0044755724,1
22.625,26.4975,565.75,1037.5,0.0045008108,1
22.625,26.525,584.5,1043,0.0045055158,1
22.6,26.5,535,1046.3333333333,0.0044943625,1
22.6,26.5,546.3333333333,1045.3333333333,0.0044943625,1
22.6,26.5,630.5,1035.75,0.0044943625,1
22.6333333333,26.46,570.6666666667,1029.6666666667,0.0044966857,1
22.65,26.495,630,1034,0.0045072671,1
22.675,26.525,732.75,1038.5,0.0045193089,1
22.7225,26.4725,686.25,1027,0.0045234107,1
22.76,26.39,635.5,1022,0.0045195538,0
22.8566666667,26.3233333333,676,1024.75,0.0045347414,0
22.89,26.245,567.25,1020,0.0045303558,0
22.89,26.2,582.5,1015.5,0.0045225316,0
22.89,26.1,618.75,1007,0.004505145,0
22.89,26.175,579.25,997.5,0.0045181848,0
22.89,26.1333333333,590.3333333333,1002,0.0045109404,0
22.89,26.1,584.5,1000,0.004505145,0
22.89,26,564,997.75,0.0044877593,0
22.89,25.945,534,987,0.0044781977,1
22.84,25.9175,496.5,983,0.0044597873,1
22.8233333333,25.8566666667,340.6666666667,983,0.0044447201,1
22.79,25.865,38.75,979,0.0044371235,0
22.79,25.8233333333,31,977,0.0044299247,0
22.79,25.9725,26.75,961.5,0.0044556972,0
22.745,26,22,963.25,0.0044482069,0
22.29,26.2,487.3333333333,890,0.0043595927,0
22.29,26.2,500,891.25,0.0043595927,0
22.29,26.2,524,891,0.0043595927,0
22.29,26.175,545.3333333333,881,0.0043554037,0
22.315,26.1,520.6,866.25,0.0043494953,0
22.29,26.1,509,864.6666666667,0.0043428369,0
22.34,26.1,476.5,870,0.0043561628,0
22.315,26.1,471.5,862,0.0043494953,0
22.29,26.1,464,857.5,0.0043428369,0
22.29,26.1,464,851.3333333333,0.0043428369,0
22.29,26.1,459,846.75,0.0043428369,0
22.29,26.1,459,844.6666666667,0.0043428369,0
22.29,26.1,454.75,843,0.0043428369,0
22.29,26.1,444,840.5,0.0043428369,0
22.29,26.025,456,831.25,0.0043302706,0
22.29,26,461,829,0.004326082,0
22.29,26,461.5,825.5,0.004326082,0
22.29,26,464,813.6666666667,0.004326082,0
22.29,26,476.5,819,0.004326082,0
22.29,26,489,819.5,0.004326082,0
22.29,25.945,489,810,0.0043168671,0
22.29,25.945,484,809.5,0.0043168671,1
22.29,25.9633333333,454,801,0.0043199387,1
22.2675,25.89,451,795,0.0043017164,0
22.2675,25.89,449.5,785,0.0043017164,0
22.2675,25.9175,449.5,795,0.0043063173,0
22.29,25.9266666667,453,795.25,0.0043137956,0
22.245,25.89,451.75,797.5,0.0042957876,0
22.29,25.89,459,797,0.0043076525,0
22.2675,25.89,459,795.5,0.0043017164,0
22.2675,25.865,464,784.5,0.0042975339,0
22.29,25.89,454,775.5,0.0043076525,0
22.23,25.8233333333,454,777.3333333333,0.0042807115,0
22.2225,25.8925,448,775.5,0.004290283,0
22.2,25.96,453,780,0.0042956141,1
22.2225,25.99,444,781.5,0.0043065502,1
22.2,26.1225,444,776.75,0.00432269,1
22.2,26.05,444,782,0.0043106097,1
22.2,26.213,441.9,788.6,0.0043377701,1
22.2,26.376,439.8,795.2,0.0043649329,1
22.2,26.6,442.5,818.5,0.0044022648,1
22.2,26.6666666667,447,828.3333333333,0.0044133763,1
22.2,26.745,443.5,837,0.0044264329,1
22.2,26.8233333333,441,832.6666666667,0.00443949,1
22.2,26.945,438,847.5,0.0044597712,1
22.2,27,438,849,0.0044689399,1
22.2,26.9175,438,850,0.004455187,1
22.2,26.9175,447,842.5,0.004455187,1
22.2,27.1,441,839,0.0044856109,1
22.245,27.125,438,847.75,0.0045021877,1
22.2,27.1966666667,441,860,0.004501727,1
22.2,27.4175,438,885.75,0.0045385471,1
22.2,27.5,429,910,0.0045523037,1
22.2675,27.4225,429,917.25,0.0045582128,1
22.2,26.8975,438,919.75,0.004451853,1
22.23,27.73,441,932,0.0045991149,1
22.2,27.745,438,942,0.0045931601,1
22.2675,28.025,429,959.75,0.0046591115,1
22.2,28,444,966.5,0.0046356897,1
22.2,28.1,451,970.6666666667,0.0046523696,1
22.245,28.2225,454,988.75,0.0046857222,1
22.2225,28.2225,465.25,996.75,0.004679259,1
22.2225,28.3675,474.5,1012,0.0047034816,1
22.29,28.39,479,1021,0.0047267707,1
22.245,28.245,525.5,1019.5,0.004689486,1
22.29,28.39,515,1020,0.0047267707,1
22.29,28.5,494,1037,0.0047452248,1
22.29,28.4266666667,487.3333333333,1047,0.0047329219,1
22.315,28.39,474.5,1051,0.0047340223,1
22.3233333333,28.39,486,1052.3333333333,0.0047364416,1
22.29,28.3566666667,502.3333333333,1048.3333333333,0.0047211788,1
22.29,28.34,540.5,1050.5,0.0047183828,1
22.34,28.39,504,1052.25,0.0047412836,1
22.525,27.7,454.75,1086.3333333333,0.0046779002,1
22.55,27.7,454.75,1092,0.0046850633,1
22.5,27.6,460,1085,0.0046537587,1
22.5,27.7,460,1084,0.0046707468,1
22.5,27.6,436.5,1076.25,0.0046537587,1
22.5,27.33,460,1060.6666666667,0.0046078955,1
22.55,27.445,449.5,1051.5,0.0046416118,1
22.5,27.4725,460.75,1062,0.0046321003,1
22.5,27.39,461,1068.3333333333,0.0046180868,1
22.5,27.34,454,1074,0.0046095941,1
22.5,27.29,469,1072,0.0046011016,1
22.5,27.315,469,1068,0.0046053478,1
22.5,27.29,479.6666666667,1072,0.0046011016,1
22.5,27.2225,476.75,1072.75,0.0045896371,1
22.5,27.2225,476.5,1074,0.0045896371,1
22.5,27.2,474,1069,0.0045858157,1
22.5,27.15,481.5,1068.25,0.0045773238,1
22.5,27.2225,474,1079.75,0.0045896371,1
22.4725,27.1975,479,1085,0.0045776781,1
22.5,27.1666666667,469,1066,0.0045801544,1
22.5,27.125,474,1063.5,0.004573078,1
22.5,27.15,469,1065.5,0.0045773238,1
22.5,27.125,474,1071.25,0.004573078,1
22.5,27.0666666667,479,1068,0.0045631713,1
22.5,27.1,478.5,1064.75,0.0045688322,1
22.5,27.1,478.5,1070.75,0.0045688322,1
22.5,27.1,477,1072.3333333333,0.0045688322,1
22.5,27.025,470.25,1079.25,0.0045560952,1
22.5,27,469,1063.5,0.0045518497,1
22.5,27,460.6666666667,1074.3333333333,0.0045518497,1
22.5,26.9725,465.25,1068.75,0.0045471796,1
22.5,26.7333333333,452.3333333333,1064,0.0045065674,1
22.5,26.925,446.5,1048.5,0.0045391134,1
22.5,26.9725,449.5,1054.5,0.0045471796,1
22.5,27.05,460,1055.5,0.0045603408,1
22.445,26.9,456,1064,0.0045196246,1
22.4175,26.82,456,1063.25,0.0044985042,1
22.39,26.6966666667,444,1078,0.0044701334,1
22.39,26.9633333333,444,1067.3333333333,0.0045151086,1
22.39,27.0225,454.75,1074.75,0.0045250884,1
22.39,26.8233333333,453,1077.3333333333,0.0044914958,1
22.39,26.84,449.5,1072.75,0.0044943068,1
22.39,26.745,449.5,1074.25,0.0044782847,1
22.39,26.79,456,1074,0.004485874,1
22.3566666667,26.73,449.3333333333,1068.3333333333,0.0044666248,1
22.39,26.5725,444,1062.75,0.004449194,1
22.39,26.675,444,1056.5,0.0044664795,1
22.39,26.695,444,1054,0.0044698523,1
22.39,26.745,444,1068,0.0044782847,1
22.39,26.79,444,1074,0.004485874,1
22.4175,26.65,444,1078.75,0.0044697853,1
22.4725,26.745,429,1077.5,0.0045009656,1
22.445,26.695,429,1077.5,0.0044849331,1
22.445,26.745,429,1083.25,0.0044933941,1
22.4266666667,26.6966666667,429,1088,0.0044801829,1
22.39,26.79,438,1086,0.004485874,1
22.4266666667,26.73,441,1087.6666666667,0.0044858172,1
22.39,26.5475,438,1075,0.0044449782,1
22.39,26.4175,438,1067.75,0.0044230569,1
22.39,26.5333333333,441,1064,0.0044425893,1
22.39,26.456,438,1063.25,0.0044295488,1
22.39,26.26,432.75,1065.5,0.0043965004,1
22.39,26.4266666667,444,1068.6666666667,0.0044246026,1
22.39,26.4175,444,1073.25,0.0044230569,1
22.39,26.34,444,1061.5,0.0044099891,1
22.39,26.3233333333,444,1060.3333333333,0.0044071789,1
22.39,26.4633333333,444,1057.3333333333,0.0044307854,1
22.39,26.015,444,1056.25,0.0043551948,1
22.39,26.045,429,1046,0.0043602524,1
22.39,26.29,435,1049.6666666667,0.0044015586,1
22.39,26.2675,438,1052.75,0.004397765,1
22.39,26.29,438,1044.5,0.0044015586,1
22.39,26.3233333333,441,1053.6666666667,0.0044071789,1
22.3566666667,26.3233333333,441,1059,0.0043981896,1
22.39,26.34,438,1067.25,0.0044099891,1
22.365,26.29,438,1067.25,0.0043948238,1
22.3233333333,26.39,441,1065.3333333333,0.0044004113,1
22.34,26.39,438,1068.75,0.0044049074,1
22.34,26.39,447,1074.75,0.0044049074,1
22.3233333333,26.4633333333,447,1076.3333333333,0.0044127261,1
22.365,26.4725,447,1077.5,0.0044255489,1
22.315,26.3425,438,1073,0.0043901926,1
22.34,26.145,438,1068,0.0043637261,1
22.29,26.1425,438,1061.75,0.004349958,1
22.29,25.7,441,1045.6666666667,0.0042758225,1
22.29,26.22,438,1041.5,0.004362944,1
22.29,26.2425,442.5,1051,0.0043667143,1
22.29,26.125,438,1059.25,0.0043470258,1
22.315,26.2,438,1065,0.0043662771,1
22.29,26.175,442.5,1064.75,0.0043554037,1
22.29,26.1,441,1054.6666666667,0.0043428369,1
22.29,25.995,447,1042.5,0.0043252442,1
22.2675,25.8925,438,1039,0.0043021347,1
22.29,25.89,447,1036.3333333333,0.0043076525,1
22.29,25.89,447,1036.5,0.0043076525,1
22.29,25.8566666667,433,1038.6666666667,0.0043020681,1
21.7,23.39,0,763,0.0037507863,0
21.7,23.55,0,755,0.0037765995,0
21.6,23.6,0,754,0.00376145,0
21.7,23.6,0,755,0.0037846665,0
21.6,23.3933333333,0,754.6666666667,0.0037283133,0
21.6,23.55,0,751.5,0.0037534327,0
21.6,23.5,0,748.5,0.0037454157,0
21.55,23.5,0,745.5,0.0037339041,0
21.55,23.445,0,749,0.0037251129,0
21.5666666667,23.5,0,746.6666666667,0.0037377378,0
21.55,23.5,0,738.5,0.0037339041,0
21.5,23.35,0,732.5,0.0036985223,0
